clean_text,sentiment
got week worth shopping new threads new beatles l.p. less fiver god love time travel,positive
going mall shop,positive
string guitar broke playing guitar 3.5 years still know change strings haha,negative
lol compete wit mama car drive,negative
morning feeling .... bleh want back bed,negative
aww good stuff would come along could need come birmingham best get back work french,positive
like michigan well want summerrrrrrrrr,negative
happy mother day mommy amp amp also daddy play mommy well,positive
everything moderation good ... means get offline soon lol,positive
work work work,negative
watching videos youtube thinking jason michael carroll needs come back soon september long ago,negative
blah blah blah ich ist sehr nicht gut well winney get head boy suppose well charity footie match anyone contact deaner ...,negative
yay weekend let party begin,positive
sick,negative
love push play good luck,positive
trying get babysitter 1000. enjoy amazing weather,positive
yeah feeling blah week everyone sick far gettig soaked feel sucks,negative
lol thang silly,positive
band practice cops,negative
grounded forever,negative
spreading barkdust 2pm today ... want help bbq burgers dinner let know,positive
thats show boy,negative
ordered lipglasses shadow dazzle lash enough three shadows,negative
sync contacts happened back,negative
phone lacey finishing rough drafts history essay together lol texting ppl maybe way kevy haha text,positive
get,negative
looks like marginal good thermals today getting ready fly,positive
kinda sad high school meeee,negative
still done packing tired ... guys fill ...,negative
finally watching,positive
bored nothing,negative
ick sandwich put ... make today,negative
honey terrible news sorry hear mil huge hugs family,negative
welcome,positive
miserablely sick,negative
good morning everybody,positive
air france flight crash,negative
yes gift cheating least according rules gifts used times,positive
looking houses buy tomorrow want see jen headache,negative
showing app ... everyone else showing,negative
course know ... way honey bunches oats,positive
good luck fine,positive
hate believe true ... see inevitable sad flip,negative
congrats award,positive
good morning chris dream perfect,positive
got pedi mani ... opi ish swear rockin really dope blue dig lol,positive
forgot bacon pizza ... highlight entire freakin thing starving cuz lost appetite,negative
seriously take another second rain .... expect put next week,negative
know life cruel bitch want together,negative
get card,negative
video recording feature,negative
requires one get ready first,positive
yea compliment supposely ..... face cuute lol see lol,positive
site updated include info closing new wicked date,negative
wish feeling would away bad stressing things work school,negative
summer far,positive
thanks,positive
sad dad ... flights asia cancelled ... stupid russian volcano,negative
dont use vlc player wont need crap,positive
monday back work miss kids already ...,negative
hes disappeared thank goodness lol brrrr cold dear,positive
yeah seems like every time end one orange tabby usually get boys one girl,positive
yall didnt invite,negative
finally watching last special drooling michelle ryan,positive
change quot within miles quot within miles effin boring,positive
way openspacecode running late,negative
writing scrub,negative
three words ... butt hurts,negative
sandra please follow make communication easier,positive
working story guatemalan lawyer left tape blaming govt death.gov rejects claim knowing spanish hurting,negative
alas wasat uni allow addins liveworm computers wiped every night,negative
love bby everytime think something mean head think nice laugh,negative
good morning everyone saturday night sleep last night still love,positive
sorry hear,negative
new blog post honeymoon,negative
taking college astronomy ... like wtf got blocked marine bio,negative
woke gon shower nan mother day lunch happy mother day,positive
slow cooked ribs night father day feast today earache came uninvited night,negative
whatcha,positive
girl aproove shure becaue bday soon wants gift hunh,positive
disappointed president obama wanting help iran.this may chance iran freedom,negative
everyone knows knows best,positive
unhook twitter facebook facebook cronies complaining,negative
time bbq,positive
awesome day lol one wierd happy highs nothing bring,positive
hate staying home holidayyyyyy ... hate lonely,negative
work,negative
morning guys getting ready church totally fell asleep laptop last night,negative
ahh wish mcdonalds yesterday ... good skin,negative
beddy bies lovelies work tomorrow love keep twitter loop via texts girls xxxxxxxx,negative
happy fathers day coffee resting today ouch,negative
nooo sorrrrry fuck verizon env,negative
yesss ddr win,positive
contract unlocked machan romba asked guys turning tables,negative
wish could got work,negative
going ride going jonas brothers,negative
sore shoulder,negative
problem way around except loop hole education equivalent experience,positive
choose pick hope helps ...,positive
got bottom braces,negative
folks thought hilarious told story saw shirt wore tonight laughter night,positive
landing gettin drink bout hit white party twisted martini,positive
trying get folowers 2nite help please day jay tetris goodnight hangover cool palm pre england robotpickuplines,positive
good morning tweeps .... woke ... still sleepy ... hella 4got sis gone sad .... sun actually shining today,negative
